index,cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrit,NumGE1500,PctGE1500,year,frpm_simulado,profes_simulado,Tasa_Participacion,Puntaje_Global,Categoria_Rendimiento,Radio_Alumno_Profesor,Excepcion_Positiva,Es_Alta_Vulnerabilidad,porcentaje_eligibilidad_comidas_gratuitas,NumTeachers,Nivel_Vulnerabilidad
356,14632891434901,S,LONE PINE HIGH,LONE PINE UNIFIED,INYO,33,17,515.1988966548911,536.7053237941705,551.0356642810627,11.0,64.71,1415,0.8196302347584206,1,51.51515151515152,1602.9398847301245,Alto Rendimiento,0.3,0,1,0.1,110,Baja
357,14766870000000,D,,BISHOP UNIFIED,INYO,162,55,495.5108526019943,496.6710956135223,483.7793644848345,22.0,40.0,1415,0.4646014621552719,0,33.95061728395062,1475.961312700351,Rendimiento Medio,2.79,0,0,0.05,58,Baja
358,14766871431600,S,BISHOP UNION HIGH,BISHOP UNIFIED,INYO,135,55,481.9146444457012,491.7977321812759,457.4978035420349,22.0,40.0,1415,0.1982706114494948,7,40.74074074074074,1431.210180169012,Rendimiento Medio,1.3,0,0,0.15,104,Baja
359,15000000000000,C,,,KERN,13297,4353,460.9198272825969,479.6601509082674,455.0591126491731,1328.0,30.51,1415,0.0,0,32.73670752801384,1395.6390908400374,Bajo Rendimiento / Riesgo,237.45,0,0,0.69,56,Alta
360,15101570000000,D,,KERN COUNTY OFFICE OF EDUCATION,KERN,683,73,435.011901940814,423.4767245142777,449.1361128526764,16.0,21.92,1415,0.240157529978868,0,10.68814055636896,1307.624739307768,Bajo Rendimiento / Riesgo,7.85,0,0,0.14,87,Baja
361,15101570119669,S,WONDERFUL COLLEGE PREP ACADEMY,KERN COUNTY OFFICE OF EDUCATION,KERN,78,58,406.9341995277203,432.7783384013065,441.5349075115911,8.0,13.79,1415,0.189938304805878,2,74.35897435897436,1281.247445440618,Bajo Rendimiento / Riesgo,3.12,0,0,0.14,25,Baja
364,15634120000000,D,,DELANO JOINT UNION HIGH,KERN,956,424,429.1296246245473,431.54747420646754,436.4884197095672,81.0,19.1,1415,0.5313766244033074,0,44.35146443514644,1297.165518540582,Bajo Rendimiento / Riesgo,13.28,0,0,0.44,72,Media
365,15634120100529,S,CESAR E. CHAVEZ HIGH,DELANO JOINT UNION HIGH,KERN,289,123,404.6422480111868,448.294559415434,437.6739890026447,22.0,17.89,1415,0.3228851593503998,15,42.56055363321799,1290.6107964292655,Bajo Rendimiento / Riesgo,2.04,0,0,0.09,142,Baja
366,15634120116384,S,ROBERT F. KENNEDY HIGH,DELANO JOINT UNION HIGH,KERN,234,124,417.1364628114628,438.76170188090657,409.7897431733897,20.0,16.13,1415,0.7843782063647257,10,52.991452991453,1265.6879078657591,Bajo Rendimiento / Riesgo,6.69,0,1,0.21,35,Baja
367,15634121531672,S,DELANO HIGH,DELANO JOINT UNION HIGH,KERN,369,177,446.2146958085847,447.11731950696446,432.4865856436437,39.0,22.03,1415,0.3246823398946542,23,47.96747967479675,1325.8186009591927,Bajo Rendimiento / Riesgo,10.54,0,0,0.32,35,Baja
368,15635290000000,D,,KERN HIGH,KERN,9372,3192,477.1907449591852,483.0793652103876,447.71369916581045,1010.0,31.64,1415,0.5091620767760395,0,34.05889884763124,1407.9838093353833,Rendimiento Medio,108.98,0,0,0.32,86,Baja
369,15635290100198,S,GOLDEN VALLEY HIGH,KERN HIGH,KERN,564,195,448.63224071705184,420.6398630920703,406.9428005228588,34.0,17.44,1415,0.3403648082900417,22,34.57446808510639,1276.214904331981,Bajo Rendimiento / Riesgo,3.94,0,0,0.54,143,Media
370,15635290110999,S,FRONTIER HIGH,KERN HIGH,KERN,552,235,521.0770471598387,491.85115052702776,511.0293765993319,107.0,45.53,1415,0.6815787836925746,18,42.572463768115945,1523.9575742861985,Rendimiento Medio,4.76,0,1,0.34,116,Media
371,15635290116392,S,INDEPENDENCE HIGH,KERN HIGH,KERN,512,190,456.9058725348897,489.0069366959193,466.50537764969897,74.0,38.95,1415,0.4648178897153779,32,37.109375,1412.418186880508,Rendimiento Medio,18.96,0,0,0.48,27,Media
372,15635290116400,S,MIRA MONTE HIGH,KERN HIGH,KERN,459,188,394.2561069500976,419.7731166222339,403.67041240452176,15.0,7.98,1415,0.6936973898686268,17,40.95860566448802,1217.6996359768532,Bajo Rendimiento / Riesgo,5.28,0,1,0.11,87,Baja
373,15635291530252,S,ARVIN HIGH,KERN HIGH,KERN,512,204,420.8760947049363,406.992973889748,434.99598503823074,27.0,13.24,1415,0.1957563102950696,25,39.84375,1262.865053632915,Bajo Rendimiento / Riesgo,25.6,0,0,0.15,20,Baja
374,15635291530344,S,STOCKDALE HIGH,KERN HIGH,KERN,503,292,540.5458282271093,508.3820649097508,531.4125076640927,166.0,56.85,1415,0.491299835571369,25,58.05168986083499,1580.340400800953,Alto Rendimiento,3.99,0,0,0.3,126,Baja
375,15635291530369,S,CENTENNIAL HIGH,KERN HIGH,KERN,492,221,530.2146515391067,542.759517069139,513.4579485730355,111.0,50.23,1415,0.1735295201282978,19,44.918699186991866,1586.4321171812812,Alto Rendimiento,15.87,0,0,0.33,31,Baja
376,15635291530385,S,RIDGEVIEW HIGH,KERN HIGH,KERN,559,209,453.87440278175313,448.327011464904,437.0923198601483,59.0,28.23,1415,0.1938572424187481,22,37.38819320214669,1339.2937341068057,Bajo Rendimiento / Riesgo,6.43,0,0,0.42,87,Media
378,15635291530476,S,LIBERTY HIGH,KERN HIGH,KERN,483,216,506.8306393100566,512.7793304932161,486.1100807495002,113.0,52.31,1415,0.2474717597823166,18,44.72049689440994,1505.7200505527728,Rendimiento Medio,18.58,0,0,0.15,26,Baja
379,15635291530708,S,BAKERSFIELD HIGH,KERN HIGH,KERN,681,211,472.2300476249936,490.3926003561618,465.2628944100292,85.0,40.28,1415,0.522694477592652,25,30.98384728340676,1427.8855423911846,Rendimiento Medio,6.81,0,0,0.19,100,Baja
380,15635291532290,S,EAST BAKERSFIELD HIGH,KERN HIGH,KERN,493,145,434.34890610643833,424.2299234529401,436.6778652749212,28.0,19.31,1415,0.4377669218204946,19,29.411764705882355,1295.2566948342997,Bajo Rendimiento / Riesgo,3.62,0,0,0.59,136,Media
381,15635291532605,S,FOOTHILL HIGH,KERN HIGH,KERN,480,133,439.5999214392012,458.3819160355405,411.123025946334,17.0,12.78,1415,0.3931403283811898,17,27.708333333333336,1309.1048634210756,Bajo Rendimiento / Riesgo,5.71,0,0,0.16,84,Baja
382,15635291533330,S,HIGHLAND HIGH,KERN HIGH,KERN,448,185,483.48562777508806,455.937108522984,436.5951538750363,61.0,32.97,1415,0.7798833419810907,28,41.29464285714285,1376.0178901731083,Bajo Rendimiento / Riesgo,3.67,0,1,0.36,122,Media
383,15635291533538,S,KERN VALLEY HIGH,KERN HIGH,KERN,101,24,514.9374211593142,467.6318827152951,447.1675653547574,8.0,33.33,1415,0.1652763777428426,4,23.76237623762376,1429.736869229367,Rendimiento Medio,1.53,0,0,0.32,66,Baja
384,15635291534775,S,NORTH HIGH,KERN HIGH,KERN,397,150,449.14396088416737,425.55172656331206,450.3086468621794,39.0,26.0,1415,0.6146527803229124,13,37.78337531486146,1325.0043343096588,Bajo Rendimiento / Riesgo,7.78,0,1,0.15,51,Baja
385,15635291535087,S,SHAFTER HIGH,KERN HIGH,KERN,322,83,432.69410210223054,468.2890198832182,452.2390346741367,13.0,15.66,1415,0.8243761039494852,20,25.77639751552795,1353.2221566595854,Bajo Rendimiento / Riesgo,2.46,0,1,0.1,131,Baja
386,15635291535392,S,SOUTH HIGH,KERN HIGH,KERN,459,192,420.952543944852,422.6201011968743,387.4631812710378,19.0,9.9,1415,0.5421177284232893,17,41.830065359477125,1231.035826412764,Bajo Rendimiento / Riesgo,27.0,0,0,0.11,17,Baja
387,15635291536606,S,WEST HIGH,KERN HIGH,KERN,417,119,464.0474163340204,447.2029086884715,443.1236487019859,34.0,28.57,1415,0.8057757234231643,27,28.53717026378897,1354.3739737244778,Bajo Rendimiento / Riesgo,18.95,0,1,0.32,22,Baja
392,15636770000000,D,,MOJAVE UNIFIED,KERN,163,47,426.9196971864421,472.3613865105284,411.7837402449752,8.0,17.02,1415,0.616062815901146,0,28.834355828220858,1311.0648239419456,Bajo Rendimiento / Riesgo,2.67,0,1,0.19,61,Baja
393,15636770114512,S,CALIFORNIA CITY HIGH,MOJAVE UNIFIED,KERN,127,42,433.5185910023304,453.6317110098188,418.0714400741333,8.0,19.05,1415,0.6615746754865108,6,33.07086614173229,1305.2217420862826,Bajo Rendimiento / Riesgo,1.63,0,1,0.19,78,Baja
395,15636850000000,D,,MUROC JOINT UNIFIED,KERN,129,56,540.5756096974876,490.757899203474,523.4474324003356,31.0,55.36,1415,0.6125231264156389,0,43.41085271317829,1554.7809413012972,Alto Rendimiento,2.3,0,1,0.13,56,Baja
397,15636851531987,S,DESERT JUNIOR-SENIOR HIGH,MUROC JOINT UNIFIED,KERN,92,49,499.2316885810377,516.1821266423959,524.1417633597871,28.0,57.14,1415,0.6079222210318521,4,53.2608695652174,1539.5555785832207,Alto Rendimiento,1.61,0,1,0.55,57,Media
398,15637760000000,D,,SOUTHERN KERN UNIFIED,KERN,211,42,454.95997422940303,424.87784232704,448.7288701255649,10.0,23.81,1415,0.4579413641382228,0,19.90521327014218,1328.566686682008,Bajo Rendimiento / Riesgo,1.52,0,0,0.36,139,Media
400,15637761534957,S,ROSAMOND HIGH,SOUTHERN KERN UNIFIED,KERN,159,42,424.7431086700199,441.3466231694409,418.5900303800322,10.0,23.81,1415,0.545731178200127,10,26.41509433962264,1284.679762219493,Bajo Rendimiento / Riesgo,5.68,0,0,0.32,28,Baja
401,15638180000000,D,,TAFT UNION HIGH,KERN,254,59,439.592214111264,441.6243377535621,455.5533471853466,15.0,25.42,1415,0.5566432405183726,0,23.228346456692915,1336.7698990501726,Bajo Rendimiento / Riesgo,2.42,0,1,0.19,105,Baja
402,15638181535905,S,TAFT UNION HIGH,TAFT UNION HIGH,KERN,229,59,450.6549725929269,436.2080107015484,436.2422636903316,15.0,25.42,1415,0.4747527406818352,7,25.76419213973799,1323.1052469848069,Bajo Rendimiento / Riesgo,1.57,0,0,0.25,146,Baja
403,15638260000000,D,,TEHACHAPI UNIFIED,KERN,354,118,529.0440215730288,535.4491196412745,487.0836027756223,62.0,52.54,1415,0.6707485960213893,0,33.33333333333333,1551.5767439899255,Alto Rendimiento,22.12,0,1,0.51,16,Media
404,15638261536135,S,TEHACHAPI HIGH,TEHACHAPI UNIFIED,KERN,293,118,515.1612768461832,503.9698652059936,478.9431580289131,62.0,52.54,1415,0.830403730742076,14,40.27303754266212,1498.07430008109,Rendimiento Medio,2.27,0,1,0.41,129,Media
405,15638590000000,D,,WASCO UNION HIGH,KERN,409,94,441.74398250784265,440.3838659840373,421.7539315031539,18.0,19.15,1415,0.5273563990054003,0,22.982885085574573,1303.881779995034,Bajo Rendimiento / Riesgo,27.27,0,0,0.54,15,Media
406,15638591536440,S,WASCO HIGH,WASCO UNION HIGH,KERN,345,94,459.4027358107165,461.991180680687,432.6209880404096,18.0,19.15,1415,0.5759690908875266,13,27.246376811594203,1354.014904531813,Bajo Rendimiento / Riesgo,3.88,0,1,0.27,89,Baja
407,15737420000000,D,,SIERRA SANDS UNIFIED,KERN,376,98,511.501496438114,582.8965732587834,499.7517491878616,62.0,63.27,1415,0.5392162763997849,0,26.063829787234045,1594.149818884759,Alto Rendimiento,4.76,0,0,0.2,79,Baja
408,15737421531367,S,BURROUGHS HIGH,SIERRA SANDS UNIFIED,KERN,325,98,509.1900060509062,570.4472946014404,499.4707603076369,62.0,63.27,1415,0.3946544604607731,11,30.153846153846157,1579.1080609599835,Alto Rendimiento,2.34,0,0,0.58,139,Media
409,15739080000000,D,,MCFARLAND UNIFIED,KERN,184,120,407.8660715154815,388.2284136131215,389.0200144617671,7.0,5.83,1415,0.3143540791646209,0,65.21739130434783,1185.11449959037,Bajo Rendimiento / Riesgo,1.23,0,0,0.2,149,Baja
410,15739081534155,S,MCFARLAND HIGH,MCFARLAND UNIFIED,KERN,171,120,404.8293184187698,412.3931376095015,392.68000057079,7.0,5.83,1415,0.2298670494215533,7,70.17543859649122,1209.9024565990612,Bajo Rendimiento / Riesgo,2.14,0,0,0.26,80,Baja
411,15751680000000,D,,EL TEJON UNIFIED,KERN,69,16,454.013639692944,458.4775655826266,444.2748274642865,4.0,25.0,1415,0.222908021355485,0,23.18840579710145,1356.766032739857,Bajo Rendimiento / Riesgo,0.8,0,0,0.24,86,Baja
412,15751681530401,S,FRAZIER MOUNTAIN HIGH,EL TEJON UNIFIED,KERN,69,16,456.8268868763949,452.5585387755793,427.9285328217819,4.0,25.0,1415,0.2558727801144542,2,23.18840579710145,1337.313958473756,Bajo Rendimiento / Riesgo,0.53,0,0,0.46,130,Media
413,16000000000000,C,,,KINGS,2021,539,452.253808229258,462.79645627919024,447.8771338610806,165.0,30.61,1415,0.0,0,26.669965363681342,1362.9273983695289,Bajo Rendimiento / Riesgo,14.97,0,0,0.35,135,Media
418,16638910000000,D,,CORCORAN JOINT UNIFIED,KINGS,206,66,465.4202081957738,454.5818352130002,430.7450199232647,14.0,21.21,1415,0.4646867551381832,0,32.03883495145632,1350.7470633320386,Bajo Rendimiento / Riesgo,3.38,0,0,0.26,61,Baja
419,16638911632207,S,CORCORAN HIGH,CORCORAN JOINT UNIFIED,KINGS,190,66,445.61790149437945,441.8087794597397,430.61325505291416,14.0,21.21,1415,0.7454312404887965,7,34.73684210526316,1318.0399360070332,Bajo Rendimiento / Riesgo,1.83,0,1,0.51,104,Media
420,16639250000000,D,,HANFORD JOINT UNION HIGH,KINGS,890,246,461.2683208880951,452.1652603915857,446.2016046989965,78.0,31.71,1415,0.4543970410821282,0,27.640449438202246,1359.635185978677,Bajo Rendimiento / Riesgo,16.48,0,0,0.13,54,Baja
421,16639250118919,S,SIERRA PACIFIC HIGH,HANFORD JOINT UNION HIGH,KINGS,156,46,443.1132688082136,466.5018020129686,451.0704596211022,17.0,36.96,1415,0.5428559517977675,10,29.48717948717949,1360.6855304422843,Bajo Rendimiento / Riesgo,2.79,0,0,0.58,56,Media
422,16639251630169,S,HANFORD WEST HIGH,HANFORD JOINT UNION HIGH,KINGS,323,112,431.0777205407014,438.0955867170782,463.3921806980823,28.0,25.0,1415,0.5163736379620565,12,34.6749226006192,1332.565487955862,Bajo Rendimiento / Riesgo,6.59,0,0,0.64,49,Media
423,16639251634401,S,HANFORD HIGH,HANFORD JOINT UNION HIGH,KINGS,316,88,478.22757704447287,449.53406808598567,430.942039796436,33.0,37.5,1415,0.2303382103084522,17,27.848101265822784,1358.7036849268943,Bajo Rendimiento / Riesgo,5.75,0,0,0.23,55,Baja
426,16639820000000,D,,LEMOORE UNION HIGH,KINGS,565,171,496.4954038682062,463.9928981056253,470.6919186043034,65.0,38.01,1415,0.4433890546237848,0,30.265486725663717,1431.180220578135,Rendimiento Medio,5.71,0,0,0.27,99,Baja
427,16639820110205,S,LEMOORE MIDDLE COLLEGE HIGH,LEMOORE UNION HIGH,KINGS,65,48,499.4402322285651,488.9503466718976,472.01375886485664,25.0,52.08,1415,0.6559700122459386,2,73.84615384615385,1460.4043377653193,Rendimiento Medio,0.47,0,1,0.13,138,Baja
428,16639821635606,S,LEMOORE HIGH,LEMOORE UNION HIGH,KINGS,459,123,480.1115346156942,458.9588290022799,442.7051304895425,40.0,32.52,1415,0.1973678533300011,20,26.797385620915037,1381.7754941075168,Bajo Rendimiento / Riesgo,6.46,0,0,0.5,71,Media
429,16739320000000,D,,REEF-SUNSET UNIFIED,KINGS,133,46,370.8109324169923,396.6278238991232,390.3123857091924,3.0,6.52,1415,0.6181463423682144,0,34.58646616541353,1157.751142025308,Bajo Rendimiento / Riesgo,2.56,0,1,0.6,52,Media
430,16739321630953,S,AVENAL HIGH,REEF-SUNSET UNIFIED,KINGS,121,46,367.6039910408809,368.0311995771893,402.16008326742383,3.0,6.52,1415,0.645484568060838,4,38.01652892561984,1137.795273885494,Bajo Rendimiento / Riesgo,1.1,0,1,0.24,110,Baja
431,17000000000000,C,,,LAKE,610,180,496.4465841940143,486.38785634482,477.4513780139965,76.0,42.22,1415,0.0,0,29.508196721311474,1460.2858185528307,Rendimiento Medio,7.92,0,0,0.43,77,Media
432,17640140000000,D,,KELSEYVILLE UNIFIED,LAKE,133,42,470.6400971047009,447.7401000433329,452.2803934873838,13.0,30.95,1415,0.4975124238783356,0,31.57894736842105,1370.6605906354175,Bajo Rendimiento / Riesgo,1.32,0,0,0.3,101,Baja
433,17640141734359,S,KELSEYVILLE HIGH,KELSEYVILLE UNIFIED,LAKE,128,42,462.81695880545374,441.79400540215545,446.9759061248839,13.0,30.95,1415,0.5304767521398522,6,32.8125,1351.5868703324932,Bajo Rendimiento / Riesgo,0.88,0,0,0.16,146,Baja
434,17640220000000,D,,KONOCTI UNIFIED,LAKE,192,30,478.1786082106046,425.3532060858902,440.4268613678808,8.0,26.67,1415,0.539722887732469,0,15.625,1343.9586756643755,Bajo Rendimiento / Riesgo,2.91,0,0,0.25,66,Baja
437,17640221735000,S,LOWER LAKE HIGH,KONOCTI UNIFIED,LAKE,109,29,485.583078432893,448.42977063936473,437.0466751301583,8.0,27.59,1415,0.4892874009910328,4,26.605504587155966,1371.059524202416,Bajo Rendimiento / Riesgo,2.1,0,0,0.29,52,Baja
438,17640300000000,D,,LAKEPORT UNIFIED,LAKE,98,35,505.0598902745052,519.1076221386696,478.1046174210172,18.0,51.43,1415,0.4346430733472279,0,35.714285714285715,1502.272129834192,Rendimiento Medio,0.97,0,0,0.52,101,Media
439,17640301732304,S,CLEAR LAKE HIGH,LAKEPORT UNIFIED,LAKE,74,35,515.662657867251,519.6660557271056,481.0678278388738,18.0,51.43,1415,0.266042178114293,3,47.2972972972973,1516.3965414332304,Rendimiento Medio,3.89,0,0,0.59,19,Media
440,17640550000000,D,,MIDDLETOWN UNIFIED,LAKE,122,51,519.6886620972887,501.4820914664776,482.0555009246263,28.0,54.9,1415,0.372134877911012,0,41.80327868852459,1503.226254488393,Rendimiento Medio,0.91,0,0,0.42,134,Media
442,17640551736008,S,MIDDLETOWN HIGH,MIDDLETOWN UNIFIED,LAKE,107,48,513.2420353992909,533.6171790769821,457.6400725612911,25.0,52.08,1415,0.7449827600364634,6,44.85981308411215,1504.499287037564,Rendimiento Medio,1.27,0,1,0.09,84,Baja
443,17640710000000,D,,UPPER LAKE UNION HIGH,LAKE,62,22,471.3724158966232,483.77976989212,487.27770780819145,9.0,40.91,1415,0.4423998529099337,0,35.483870967741936,1442.4298935969346,Rendimiento Medio,0.49,0,0,0.52,127,Media
444,17640711737006,S,UPPER LAKE HIGH,UPPER LAKE UNION HIGH,LAKE,57,22,500.3650331276118,476.4856966293698,450.113407087828,9.0,40.91,1415,0.6183156361303758,2,38.59649122807017,1426.9641368448097,Rendimiento Medio,1.5,0,1,0.57,38,Media
445,18000000000000,C,,,LASSEN,409,83,483.6492163744056,501.2529249676506,480.3801361512055,39.0,46.99,1415,0.0,0,20.29339853300733,1465.2822774932615,Rendimiento Medio,4.09,0,0,0.1,100,Baja
448,18641390000000,D,,LASSEN UNION HIGH,LASSEN,221,69,487.58902007754,508.3828218864919,467.16536327538944,34.0,49.28,1415,0.5016623687539067,0,31.22171945701357,1463.1372052394213,Rendimiento Medio,5.52,0,0,0.1,40,Baja
449,18641391833805,S,LASSEN HIGH,LASSEN UNION HIGH,LASSEN,220,69,484.9388325493561,520.6517319041238,455.9303282602176,34.0,49.28,1415,0.4382358791091559,10,31.363636363636367,1461.5208927136975,Rendimiento Medio,12.94,0,0,0.36,17,Media
459,19000000000000,C,,,LOS ANGELES,121303,60458,443.8488113206933,470.1261259337376,444.9289259827756,20306.0,33.59,1415,0.0,0,49.840482098546616,1358.9038632372065,Bajo Rendimiento / Riesgo,7581.44,0,0,0.51,16,Media
460,19101990000000,D,,LOS ANGELES COUNTY OFFICE OF EDUCATION,LOS ANGELES,1537,314,524.2490113237416,525.571896070928,519.8197000485079,167.0,53.18,1415,0.4374323506075661,0,20.429407937540663,1569.6406074431775,Alto Rendimiento,14.5,0,0,0.44,106,Media
461,19101990109942,S,LOS ANGELES INTERNATIONAL CHARTER HIGH,LOS ANGELES COUNTY OFFICE OF EDUCATION,LOS ANGELES,60,62,406.5087198273131,437.6751328681093,422.0560363978223,13.0,20.97,1415,0.1863696042879878,3,100.0,1266.2398890932448,Bajo Rendimiento / Riesgo,3.75,0,0,0.11,16,Baja
463,19101991933399,S,L.A. COUNTY HIGH SCHOOL FOR THE ARTS,LOS ANGELES COUNTY OFFICE OF EDUCATION,LOS ANGELES,161,124,554.3105598804996,545.9301438272947,567.5907295077105,89.0,71.77,1415,0.2909546474951821,7,77.01863354037268,1667.8314332155046,Alto Rendimiento,1.89,0,0,0.29,85,Baja
465,19101991995869,S,INTERNATIONAL POLYTECHNIC HIGH,LOS ANGELES COUNTY OFFICE OF EDUCATION,LOS ANGELES,130,115,528.9785144615087,518.1586210925046,519.0513758290474,65.0,56.52,1415,0.2652944474026071,5,88.46153846153845,1566.1885113830606,Alto Rendimiento,7.22,0,0,0.2,18,Baja
467,19642120000000,D,,ABC UNIFIED,LOS ANGELES,1714,883,490.612664030065,526.1377907694617,512.4237826018906,490.0,55.49,1415,0.4939216336360309,0,51.516919486581095,1529.1742374014177,Rendimiento Medio,32.96,0,0,0.12,52,Baja
468,19642121930056,S,CERRITOS HIGH,ABC UNIFIED,LOS ANGELES,530,362,507.78988011837794,561.835695149045,551.3973478069004,242.0,66.85,1415,0.6797260539820446,25,68.30188679245282,1621.0229230743232,Alto Rendimiento,4.53,0,1,0.28,117,Baja
469,19642121930361,S,ARTESIA HIGH,ABC UNIFIED,LOS ANGELES,355,132,445.8943087412125,490.35952013802046,454.1404056891488,34.0,25.76,1415,0.5135701016527561,12,37.183098591549296,1390.3942345683818,Bajo Rendimiento / Riesgo,4.23,0,0,0.57,84,Media
472,19642121933159,S,GAHR (RICHARD) HIGH,ABC UNIFIED,LOS ANGELES,428,250,445.952038728789,469.7126737034428,448.7371455827015,79.0,31.6,1415,0.7657072984660704,15,58.41121495327103,1364.4018580149332,Bajo Rendimiento / Riesgo,6.48,0,1,0.4,66,Media
474,19642460000000,D,,ANTELOPE VALLEY UNION HIGH,LOS ANGELES,6805,1862,434.3492750027074,443.2514497308794,432.0588251078205,502.0,26.96,1415,0.4886897810078749,0,27.36223365172667,1309.6595498414072,Bajo Rendimiento / Riesgo,151.22,0,0,0.05,45,Baja
475,19642460100081,S,WILLIAM J. (PETE) KNIGHT HIGH,ANTELOPE VALLEY UNION HIGH,LOS ANGELES,666,281,436.0445969601124,432.13150582694914,460.343165349083,61.0,21.71,1415,0.3171573479670775,26,42.19219219219219,1328.5192681361443,Bajo Rendimiento / Riesgo,13.32,0,0,0.07,50,Baja
476,19642460108407,S,EASTSIDE HIGH,ANTELOPE VALLEY UNION HIGH,LOS ANGELES,497,247,410.4433229879184,423.2239890604833,399.6202014082085,38.0,15.38,1415,0.4658675409266917,16,49.69818913480885,1233.2875134566102,Bajo Rendimiento / Riesgo,3.38,0,0,0.25,147,Baja
477,19642460111872,S,SOAR HIGH (STUDENTS ON ACADEMIC RISE),ANTELOPE VALLEY UNION HIGH,LOS ANGELES,89,85,510.5284018075659,509.32651834015945,490.3656342512776,43.0,50.59,1415,0.8394927592986126,4,95.50561797752808,1510.220554399003,Rendimiento Medio,0.69,0,1,0.33,129,Baja
480,19642461930213,S,ANTELOPE VALLEY HIGH,ANTELOPE VALLEY UNION HIGH,LOS ANGELES,389,146,415.34682237499817,392.27350556264025,389.88351539212846,14.0,9.59,1415,0.1956432138823444,22,37.53213367609254,1197.5038433297668,Bajo Rendimiento / Riesgo,4.42,0,0,0.35,88,Media
482,19642461936624,S,PALMDALE HIGH,ANTELOPE VALLEY UNION HIGH,LOS ANGELES,647,201,442.5327172114592,413.7633704225845,402.1940735480441,39.0,19.4,1415,0.7864541441030921,23,31.066460587326123,1258.4901611820878,Bajo Rendimiento / Riesgo,20.22,0,1,0.28,32,Baja
483,19642461937051,S,QUARTZ HILL HIGH,ANTELOPE VALLEY UNION HIGH,LOS ANGELES,755,305,523.9230206935013,493.9684102092533,491.53945783284064,139.0,45.57,1415,0.5270912585669,37,40.397350993377486,1509.430888735595,Rendimiento Medio,26.03,0,0,0.07,29,Baja
484,19642461995398,S,HIGHLAND HIGH,ANTELOPE VALLEY UNION HIGH,LOS ANGELES,735,276,463.4952075849692,491.2868016578277,480.87873861083926,105.0,38.04,1415,0.4984687556240031,33,37.55102040816327,1435.6607478536362,Rendimiento Medio,6.62,0,0,0.02,111,Baja
