index,cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrit,NumGE1500,PctGE1500,year,frpm_simulado,profes_simulado,Tasa_Participacion,Puntaje_Global,Categoria_Rendimiento,Radio_Alumno_Profesor,Excepcion_Positiva,Es_Alta_Vulnerabilidad,Categoria_Visual
570,19646590000000,D,,LA CANADA UNIFIED,LOS ANGELES,346,239,601.0,632.0,597.0,208.0,87.03,1516,0.44225559562616124,0,69.07514450867052,1830.0,Alto Rendimiento,24.48205128205128,0,0,Distritos
571,19646591934611,S,LA CANADA HIGH,LA CANADA UNIFIED,LOS ANGELES,341,239,601.0,632.0,597.0,208.0,87.03,1516,0.3885624781771125,13,70.08797653958945,1830.0,Alto Rendimiento,26.23076923076923,0,0,
572,19646830000000,D,,LAS VIRGENES UNIFIED,LOS ANGELES,971,472,557.0,571.0,566.0,356.0,75.42,1516,0.6222677131770747,0,48.6096807415036,1694.0,Alto Rendimiento,18.65454853575543,1,1,Distritos
573,19646831930080,S,AGOURA HIGH,LAS VIRGENES UNIFIED,LOS ANGELES,502,263,552.0,568.0,554.0,194.0,73.76,1516,0.8015301279224953,29,52.39043824701195,1674.0,Alto Rendimiento,17.310344827586206,0,1,
574,19646831931781,S,CALABASAS HIGH,LAS VIRGENES UNIFIED,LOS ANGELES,443,209,562.0,576.0,582.0,162.0,77.51,1516,0.7508889262901083,26,47.17832957110609,1720.0,Alto Rendimiento,17.03846153846154,0,1,
575,19646910000000,D,,LAWNDALE ELEMENTARY,LOS ANGELES,117,125,427.0,443.0,460.0,26.0,20.8,1516,0.40358111170470545,0,100.0,1330.0,Bajo Rendimiento / Riesgo,22.099999999999998,0,0,Distritos
576,19646911996438,S,ENVIRONMENTAL CHARTER HIGH,LAWNDALE ELEMENTARY,LOS ANGELES,117,125,427.0,443.0,460.0,26.0,20.8,1516,0.4502958191625128,6,100.0,1330.0,Bajo Rendimiento / Riesgo,19.5,0,0,
577,19647090000000,D,,LENNOX,LOS ANGELES,264,265,424.0,432.0,429.0,51.0,19.25,1516,0.6010298215448416,0,100.0,1285.0,Bajo Rendimiento / Riesgo,23.74642857142857,0,1,Distritos
578,19647090100602,S,"LENNOX MATHEMATICS, SCIENCE AND TECHNOLOGY ACADEMY",LENNOX,LOS ANGELES,131,128,440.0,445.0,440.0,31.0,24.22,1516,0.6756097474540481,5,97.70992366412213,1325.0,Bajo Rendimiento / Riesgo,26.2,0,1,
579,19647091996313,S,ANIMO LEADERSHIP HIGH,LENNOX,LOS ANGELES,133,137,409.0,421.0,418.0,20.0,14.6,1516,0.6781800118592777,7,100.0,1248.0,Bajo Rendimiento / Riesgo,19.0,0,1,
580,19647250000000,D,,LONG BEACH UNIFIED,LOS ANGELES,6299,3421,456.0,461.0,455.0,1103.0,32.24,1516,0.4811587411812805,0,54.31020796951898,1372.0,Bajo Rendimiento / Riesgo,25.1527624280467,0,0,Distritos
582,19647251930411,S,AVALON K-12,LONG BEACH UNIFIED,LOS ANGELES,50,38,435.0,461.0,452.0,9.0,23.68,1516,0.7817870346756967,1,76.0,1348.0,Bajo Rendimiento / Riesgo,50.0,0,1,
583,19647251934470,S,JORDAN HIGH,LONG BEACH UNIFIED,LOS ANGELES,804,339,392.0,404.0,394.0,32.0,9.44,1516,0.5036766607134999,40,42.16417910447761,1190.0,Bajo Rendimiento / Riesgo,20.1,0,0,
584,19647251934678,S,LAKEWOOD HIGH,LONG BEACH UNIFIED,LOS ANGELES,821,521,450.0,454.0,447.0,148.0,28.41,1516,0.7285202262754191,48,63.45919610231425,1351.0,Bajo Rendimiento / Riesgo,17.104166666666668,0,1,
585,19647251935758,S,MILLIKAN HIGH,LONG BEACH UNIFIED,LOS ANGELES,842,555,468.0,467.0,466.0,188.0,33.87,1516,0.3740347207214282,29,65.91448931116389,1401.0,Bajo Rendimiento / Riesgo,29.03448275862069,0,0,
586,19647251936947,S,POLYTECHNIC HIGH,LONG BEACH UNIFIED,LOS ANGELES,1077,688,488.0,496.0,484.0,306.0,44.48,1516,0.7768662599473403,48,63.88115134633241,1468.0,Rendimiento Medio,22.4375,0,1,
587,19647251939875,S,WILSON HIGH,LONG BEACH UNIFIED,LOS ANGELES,903,612,464.0,464.0,465.0,220.0,35.95,1516,0.4224411751139141,34,67.77408637873754,1393.0,Bajo Rendimiento / Riesgo,26.558823529411764,0,0,
588,19647251995539,S,CALIFORNIA ACADEMY OF MATHEMATICS AND SCIENCE,LONG BEACH UNIFIED,LOS ANGELES,164,167,576.0,605.0,590.0,142.0,85.03,1516,0.15758635603620885,7,100.0,1771.0,Alto Rendimiento,23.428571428571427,0,0,
590,19647251995935,S,CABRILLO HIGH,LONG BEACH UNIFIED,LOS ANGELES,579,424,382.0,387.0,381.0,30.0,7.08,1516,0.21390067375029348,21,73.22970639032815,1150.0,Bajo Rendimiento / Riesgo,27.571428571428573,0,0,
591,19647251996503,S,RENAISSANCE HIGH SCHOOL FOR THE ARTS,LONG BEACH UNIFIED,LOS ANGELES,112,76,489.0,465.0,486.0,28.0,36.84,1516,0.3735195463132904,6,67.85714285714286,1440.0,Rendimiento Medio,18.666666666666668,0,0,
592,19647330000000,D,,LOS ANGELES UNIFIED,LOS ANGELES,43432,24862,431.0,436.0,430.0,5498.0,22.11,1516,0.49906364659794417,0,57.24350709154541,1297.0,Bajo Rendimiento / Riesgo,25.419176148188058,0,0,Distritos
593,19647330100677,S,HIGH TECH LA,LOS ANGELES UNIFIED,LOS ANGELES,80,49,501.0,493.0,497.0,26.0,53.06,1516,0.8150433769355634,2,61.25000000000001,1491.0,Rendimiento Medio,40.0,0,1,
594,19647330100750,S,WALLIS ANNENBERG HIGH,LOS ANGELES UNIFIED,LOS ANGELES,99,108,392.0,424.0,404.0,15.0,13.89,1516,0.8154250028562893,3,100.0,1220.0,Bajo Rendimiento / Riesgo,33.0,0,1,
595,19647330100776,S,NORTH VALLEY MILITARY INSTITUTE COLLEGE PREPARATOR,LOS ANGELES UNIFIED,LOS ANGELES,23,18,426.0,403.0,406.0,2.0,11.11,1516,0.5514065216863002,0,78.26086956521739,1235.0,Bajo Rendimiento / Riesgo,,0,0,
596,19647330100800,S,CENTRAL CITY VALUE,LOS ANGELES UNIFIED,LOS ANGELES,117,115,397.0,399.0,408.0,12.0,10.43,1516,0.5922860485188595,4,98.29059829059828,1204.0,Bajo Rendimiento / Riesgo,29.25,0,1,
599,19647330101659,S,CRENSHAW ARTS-TECHNOLOGY CHARTER HIGH,LOS ANGELES UNIFIED,LOS ANGELES,33,34,383.0,363.0,363.0,1.0,2.94,1516,0.38006518175894116,1,100.0,1109.0,Bajo Rendimiento / Riesgo,33.0,0,0,
600,19647330101675,S,OSCAR DE LA HOYA ANIMO CHARTER HIGH,LOS ANGELES UNIFIED,LOS ANGELES,148,139,403.0,411.0,426.0,21.0,15.11,1516,0.6207629192539269,6,93.91891891891892,1240.0,Bajo Rendimiento / Riesgo,24.666666666666668,0,1,
601,19647330101683,S,RENAISSANCE ARTS ACADEMY,LOS ANGELES UNIFIED,LOS ANGELES,42,29,571.0,535.0,537.0,20.0,68.97,1516,0.676662170606376,2,69.04761904761905,1643.0,Alto Rendimiento,21.0,0,1,
602,19647330102434,S,ANIMO SOUTH LOS ANGELES CHARTER,LOS ANGELES UNIFIED,LOS ANGELES,149,142,374.0,367.0,367.0,5.0,3.52,1516,0.704105330608094,8,95.30201342281879,1108.0,Bajo Rendimiento / Riesgo,18.625,0,1,
603,19647330102541,S,NEW DESIGNS CHARTER,LOS ANGELES UNIFIED,LOS ANGELES,77,81,396.0,407.0,411.0,13.0,16.05,1516,0.7027326999561877,5,100.0,1214.0,Bajo Rendimiento / Riesgo,15.4,0,1,
605,19647330102913,S,MIDDLE COLLEGE HIGH,LOS ANGELES UNIFIED,LOS ANGELES,107,85,421.0,437.0,429.0,14.0,16.47,1516,0.49609421329180703,6,79.43925233644859,1287.0,Bajo Rendimiento / Riesgo,17.833333333333332,0,0,
606,19647330102921,S,HARBOR TEACHER PREPARATION ACADEMY,LOS ANGELES UNIFIED,LOS ANGELES,92,95,484.0,510.0,487.0,46.0,48.42,1516,0.190291132011651,4,100.0,1481.0,Rendimiento Medio,23.0,0,0,
607,19647330106351,S,IVY ACADEMIA,LOS ANGELES UNIFIED,LOS ANGELES,48,39,427.0,417.0,428.0,5.0,12.82,1516,0.5346702176266148,1,81.25,1272.0,Bajo Rendimiento / Riesgo,48.0,0,0,
609,19647330106831,S,ANIMO VENICE CHARTER HIGH,LOS ANGELES UNIFIED,LOS ANGELES,127,119,418.0,423.0,417.0,23.0,19.33,1516,0.7713929279308098,7,93.7007874015748,1258.0,Bajo Rendimiento / Riesgo,18.142857142857142,0,1,
610,19647330106849,S,ANIMO PAT BROWN,LOS ANGELES UNIFIED,LOS ANGELES,146,138,402.0,423.0,400.0,19.0,13.77,1516,0.39564050878645507,8,94.52054794520548,1225.0,Bajo Rendimiento / Riesgo,18.25,0,0,
611,19647330106864,S,ALLIANCE GERTZ-RESSLER RICHARD MERKIN 6-12 COMPLEX,LOS ANGELES UNIFIED,LOS ANGELES,122,89,424.0,432.0,441.0,10.0,11.24,1516,0.2319469114993241,4,72.95081967213115,1297.0,Bajo Rendimiento / Riesgo,30.5,0,0,
612,19647330106997,S,ORTHOPAEDIC HOSPITAL,LOS ANGELES UNIFIED,LOS ANGELES,185,153,438.0,444.0,447.0,36.0,23.53,1516,0.2500941774369851,7,82.70270270270271,1329.0,Bajo Rendimiento / Riesgo,26.428571428571427,0,0,
613,19647330107003,S,NORTHRIDGE ACADEMY HIGH,LOS ANGELES UNIFIED,LOS ANGELES,215,141,447.0,437.0,432.0,28.0,19.86,1516,0.6830574422022305,8,65.58139534883722,1316.0,Bajo Rendimiento / Riesgo,26.875,0,1,
614,19647330107011,S,INTERNATIONAL STUDIES LEARNING CENTER AT LEGACY HI,LOS ANGELES UNIFIED,LOS ANGELES,109,83,435.0,451.0,442.0,16.0,19.28,1516,0.5827526443213827,4,76.14678899082568,1328.0,Bajo Rendimiento / Riesgo,27.25,0,1,
615,19647330107755,S,PORT OF LOS ANGELES HIGH,LOS ANGELES UNIFIED,LOS ANGELES,220,145,468.0,484.0,483.0,55.0,37.93,1516,0.22078587328595317,11,65.9090909090909,1435.0,Rendimiento Medio,20.0,0,0,
616,19647330108878,S,CHAMPS - CHARTER HS OF ARTS-MULTIMEDIA & PERFORMIN,LOS ANGELES UNIFIED,LOS ANGELES,190,132,496.0,464.0,476.0,59.0,44.7,1516,0.2088747642804982,6,69.47368421052632,1436.0,Rendimiento Medio,31.666666666666668,0,0,
617,19647330108894,S,ALLIANCE JUDY IVIE BURTON TECHNOLOGY ACADEMY HIGH,LOS ANGELES UNIFIED,LOS ANGELES,134,130,393.0,419.0,400.0,17.0,13.08,1516,0.640678392021384,5,97.01492537313433,1212.0,Bajo Rendimiento / Riesgo,26.8,0,1,
618,19647330108928,S,LARCHMONT CHARTER,LOS ANGELES UNIFIED,LOS ANGELES,46,36,477.0,462.0,454.0,12.0,33.33,1516,0.20093410445493545,2,78.26086956521739,1393.0,Bajo Rendimiento / Riesgo,23.0,0,0,
619,19647330108936,S,ALLIANCE COLLINS FAMILY COLLEGE-READY HIGH,LOS ANGELES UNIFIED,LOS ANGELES,146,150,397.0,420.0,414.0,20.0,13.33,1516,0.7253020415032493,8,100.0,1231.0,Bajo Rendimiento / Riesgo,18.25,0,1,
621,19647330109447,S,SANTEE EDUCATION COMPLEX,LOS ANGELES UNIFIED,LOS ANGELES,318,226,393.0,384.0,384.0,15.0,6.64,1516,0.20694414644932982,12,71.0691823899371,1161.0,Bajo Rendimiento / Riesgo,26.5,0,0,
622,19647330109454,S,SOUTH EAST HIGH,LOS ANGELES UNIFIED,LOS ANGELES,445,288,421.0,415.0,433.0,59.0,20.49,1516,0.20938639985963434,18,64.71910112359551,1269.0,Bajo Rendimiento / Riesgo,24.72222222222222,0,0,
623,19647330109462,S,MAYWOOD ACADEMY HIGH,LOS ANGELES UNIFIED,LOS ANGELES,279,147,411.0,412.0,424.0,19.0,12.93,1516,0.8406477049508227,10,52.68817204301075,1247.0,Bajo Rendimiento / Riesgo,27.9,0,1,
624,19647330110304,S,LOS ANGELES ACADEMY OF ARTS & ENTERPRISE CHARTER,LOS ANGELES UNIFIED,LOS ANGELES,28,23,360.0,392.0,370.0,2.0,8.7,1516,0.4119895570292842,1,82.14285714285714,1122.0,Bajo Rendimiento / Riesgo,28.0,0,0,
626,19647330111484,S,NEW VILLAGE GIRLS ACADEMY,LOS ANGELES UNIFIED,LOS ANGELES,27,26,353.0,324.0,354.0,0.0,0.0,1516,0.7189596970802518,1,96.29629629629629,1031.0,Bajo Rendimiento / Riesgo,27.0,0,1,
627,19647330111492,S,ALLIANCE PATTI AND PETER NEUWIRTH LEADERSHIP ACADE,LOS ANGELES UNIFIED,LOS ANGELES,119,132,371.0,387.0,382.0,13.0,9.85,1516,0.8130740041687011,5,100.0,1140.0,Bajo Rendimiento / Riesgo,23.8,0,1,
628,19647330111500,S,ALLIANCE DR. OLGA MOHAN HIGH,LOS ANGELES UNIFIED,LOS ANGELES,105,107,427.0,474.0,450.0,28.0,26.17,1516,0.8402007446760096,5,100.0,1351.0,Bajo Rendimiento / Riesgo,21.0,0,1,
629,19647330111575,S,ANIMO RALPH BUNCHE CHARTER HIGH,LOS ANGELES UNIFIED,LOS ANGELES,141,96,395.0,390.0,393.0,5.0,5.21,1516,0.6773647296812592,5,68.08510638297872,1178.0,Bajo Rendimiento / Riesgo,28.2,0,1,
630,19647330111583,S,ANIMO JACKIE ROBINSON HIGH,LOS ANGELES UNIFIED,LOS ANGELES,151,127,359.0,381.0,375.0,4.0,3.15,1516,0.413381709871641,6,84.10596026490066,1115.0,Bajo Rendimiento / Riesgo,25.166666666666668,0,0,
631,19647330111625,S,ANIMO WATTS COLLEGE PREPARATORY ACADEMY,LOS ANGELES UNIFIED,LOS ANGELES,116,98,371.0,360.0,377.0,4.0,4.08,1516,0.20845050168906812,5,84.48275862068965,1108.0,Bajo Rendimiento / Riesgo,23.2,0,0,
632,19647330111641,S,ALLIANCE OUCHI-O'DONOVAN 6-12 COMPLEX,LOS ANGELES UNIFIED,LOS ANGELES,122,115,425.0,422.0,436.0,22.0,19.13,1516,0.6940028411492057,6,94.26229508196722,1283.0,Bajo Rendimiento / Riesgo,20.333333333333332,0,1,
633,19647330111658,S,ALLIANCE MARC & EVA STERN MATH AND SCIENCE,LOS ANGELES UNIFIED,LOS ANGELES,168,154,427.0,434.0,435.0,31.0,20.13,1516,0.5408829748150635,6,91.66666666666666,1296.0,Bajo Rendimiento / Riesgo,28.0,0,0,
634,19647330112029,S,SCHOOL OF BUSINESS AND TOURISM AT CONTRERAS LEARNI,LOS ANGELES UNIFIED,LOS ANGELES,109,89,382.0,393.0,389.0,4.0,4.49,1516,0.44695540647288334,4,81.65137614678899,1164.0,Bajo Rendimiento / Riesgo,27.25,0,0,
635,19647330112037,S,EAST VALLEY SENIOR HIGH,LOS ANGELES UNIFIED,LOS ANGELES,139,82,372.0,376.0,367.0,4.0,4.88,1516,0.7844480695663152,5,58.992805755395686,1115.0,Bajo Rendimiento / Riesgo,27.8,0,1,
636,19647330112045,S,ARLETA HIGH,LOS ANGELES UNIFIED,LOS ANGELES,313,216,395.0,410.0,392.0,14.0,6.48,1516,0.22783823761430594,14,69.00958466453673,1197.0,Bajo Rendimiento / Riesgo,22.357142857142858,0,0,
637,19647330112052,S,PANORAMA HIGH,LOS ANGELES UNIFIED,LOS ANGELES,298,127,393.0,405.0,404.0,11.0,8.66,1516,0.4948375730036014,12,42.61744966442953,1202.0,Bajo Rendimiento / Riesgo,24.833333333333332,0,0,
638,19647330112508,S,BRIGHT STAR SECONDARY CHARTER ACADEMY,LOS ANGELES UNIFIED,LOS ANGELES,112,82,464.0,484.0,472.0,29.0,35.37,1516,0.15794755133719335,7,73.21428571428571,1420.0,Rendimiento Medio,16.0,0,0,
639,19647330112862,S,STUDENT EMPOWERMENT ACADEMY,LOS ANGELES UNIFIED,LOS ANGELES,46,36,377.0,375.0,371.0,0.0,0.0,1516,0.4780624493958884,2,78.26086956521739,1123.0,Bajo Rendimiento / Riesgo,23.0,0,0,
640,19647330112870,S,CONTRERAS LEARNING CENTER-LOS ANGELES SCHOOL OF GL,LOS ANGELES UNIFIED,LOS ANGELES,90,62,372.0,381.0,358.0,3.0,4.84,1516,0.18941229297728612,4,68.88888888888889,1111.0,Bajo Rendimiento / Riesgo,22.5,0,0,
641,19647330114850,S,WEST ADAMS PREPARATORY HIGH,LOS ANGELES UNIFIED,LOS ANGELES,365,220,376.0,399.0,376.0,13.0,5.91,1516,0.23317254138765034,18,60.273972602739725,1151.0,Bajo Rendimiento / Riesgo,20.27777777777778,0,0,
642,19647330115030,S,MAGNOLIA SCIENCE ACADEMY 3,LOS ANGELES UNIFIED,LOS ANGELES,34,34,373.0,397.0,394.0,6.0,17.65,1516,0.2322683727439734,1,100.0,1164.0,Bajo Rendimiento / Riesgo,34.0,0,0,
643,19647330115212,S,MAGNOLIA SCIENCE ACADEMY 2,LOS ANGELES UNIFIED,LOS ANGELES,48,34,409.0,426.0,430.0,5.0,14.71,1516,0.6044472114812445,1,70.83333333333334,1265.0,Bajo Rendimiento / Riesgo,48.0,0,1,
644,19647330115253,S,DISCOVERY CHARTER PREPARATORY #2,LOS ANGELES UNIFIED,LOS ANGELES,59,45,395.0,388.0,387.0,5.0,11.11,1516,0.6722314154857963,2,76.27118644067797,1170.0,Bajo Rendimiento / Riesgo,29.5,0,1,
645,19647330116509,S,ALLIANCE MORGAN MCKINZIE HIGH,LOS ANGELES UNIFIED,LOS ANGELES,63,57,392.0,397.0,395.0,7.0,12.28,1516,0.5583581355680117,3,90.47619047619048,1184.0,Bajo Rendimiento / Riesgo,21.0,0,1,
646,19647330117051,S,EDWARD R. ROYBAL LEARNING CENTER,LOS ANGELES UNIFIED,LOS ANGELES,255,145,393.0,406.0,393.0,13.0,8.97,1516,0.8235207839321793,15,56.86274509803921,1192.0,Bajo Rendimiento / Riesgo,17.0,0,1,
647,19647330117069,S,HELEN BERNSTEIN HIGH,LOS ANGELES UNIFIED,LOS ANGELES,120,55,388.0,401.0,384.0,3.0,5.45,1516,0.4124094056665928,5,45.83333333333333,1173.0,Bajo Rendimiento / Riesgo,24.0,0,0,
648,19647330117077,S,APEX ACADEMY,LOS ANGELES UNIFIED,LOS ANGELES,102,46,363.0,358.0,365.0,2.0,4.35,1516,0.34999846039730254,5,45.09803921568628,1086.0,Bajo Rendimiento / Riesgo,20.4,0,0,
649,19647330117598,S,ALLIANCE HEALTH SERVICES ACADEMY HIGH,LOS ANGELES UNIFIED,LOS ANGELES,98,86,391.0,390.0,401.0,10.0,11.63,1516,0.7580193897326222,4,87.75510204081633,1182.0,Bajo Rendimiento / Riesgo,24.5,0,1,
650,19647330117606,S,ALLIANCE LEICHTMAN-LEVINE FAMILY FOUNDATION ENVIRO,LOS ANGELES UNIFIED,LOS ANGELES,120,111,444.0,442.0,439.0,24.0,21.62,1516,0.3065170869636168,4,92.5,1325.0,Bajo Rendimiento / Riesgo,30.0,0,0,
651,19647330117622,S,MAGNOLIA SCIENCE ACADEMY 4,LOS ANGELES UNIFIED,LOS ANGELES,21,21,459.0,421.0,442.0,6.0,28.57,1516,0.8242557776084279,0,100.0,1322.0,Bajo Rendimiento / Riesgo,,0,1,
652,19647330117721,S,CONTRERAS LEARNING CENTER-ACADEMIC LEADERSHIP COMM,LOS ANGELES UNIFIED,LOS ANGELES,88,51,393.0,406.0,385.0,2.0,3.92,1516,0.15850813228287144,4,57.95454545454546,1184.0,Bajo Rendimiento / Riesgo,22.0,0,0,
653,19647330117747,S,RFK COMMUNITY SCHOOLS-LOS ANGELES HIGH SCHOOL OF T,LOS ANGELES UNIFIED,LOS ANGELES,85,74,420.0,424.0,424.0,11.0,14.86,1516,0.8289151786953473,4,87.05882352941177,1268.0,Bajo Rendimiento / Riesgo,21.25,0,1,
654,19647330117754,S,LOS ANGELES TEACHER PREPARATORY ACADEMY,LOS ANGELES UNIFIED,LOS ANGELES,36,28,330.0,329.0,314.0,1.0,3.57,1516,0.18021193836540328,1,77.77777777777779,973.0,Bajo Rendimiento / Riesgo,36.0,0,0,
655,19647330117762,S,RFK COMMUNITY SCHOOLS-FOR THE VISUAL ARTS AND HUMA,LOS ANGELES UNIFIED,LOS ANGELES,66,59,377.0,408.0,377.0,2.0,3.39,1516,0.7738001795886498,2,89.39393939393939,1162.0,Bajo Rendimiento / Riesgo,33.0,0,1,
656,19647330117911,S,NEW MILLENNIUM SECONDARY,LOS ANGELES UNIFIED,LOS ANGELES,43,26,401.0,389.0,408.0,2.0,7.69,1516,0.5193907763604099,1,60.46511627906976,1198.0,Bajo Rendimiento / Riesgo,43.0,0,0,
657,19647330118588,S,ALAIN LEROY LOCKE COLLEGE PREPARATORY ACADEMY,LOS ANGELES UNIFIED,LOS ANGELES,477,233,360.0,359.0,353.0,10.0,4.29,1516,0.8450753572835102,26,48.84696016771489,1072.0,Bajo Rendimiento / Riesgo,18.346153846153847,0,1,
658,19647330119651,S,SUN VALLEY HIGH,LOS ANGELES UNIFIED,LOS ANGELES,89,34,358.0,367.0,378.0,0.0,0.0,1516,0.2016575953147792,5,38.20224719101123,1103.0,Bajo Rendimiento / Riesgo,17.8,0,0,
659,19647330119685,S,RFK COMMUNITY SCHOOLS-NEW OPEN WORLD ACADEMY K-12,LOS ANGELES UNIFIED,LOS ANGELES,36,36,408.0,404.0,401.0,4.0,11.11,1516,0.5376979990809245,2,100.0,1213.0,Bajo Rendimiento / Riesgo,18.0,0,0,
660,19647330119693,S,RFK COMMUNITY SCHOOLS-UCLA COMMUNITY K-12,LOS ANGELES UNIFIED,LOS ANGELES,110,93,395.0,420.0,400.0,14.0,15.05,1516,0.8285117749333692,5,84.54545454545455,1215.0,Bajo Rendimiento / Riesgo,22.0,0,1,
661,19647330119727,S,RAMON C. CORTINES SCHOOL OF VISUAL AND PERFORMING,LOS ANGELES UNIFIED,LOS ANGELES,361,247,453.0,439.0,448.0,61.0,24.7,1516,0.5161684909191041,12,68.42105263157895,1340.0,Bajo Rendimiento / Riesgo,30.083333333333332,0,0,
662,19647330119966,S,FELICITAS AND GONZALO MENDEZ HIGH,LOS ANGELES UNIFIED,LOS ANGELES,166,75,396.0,407.0,400.0,7.0,9.33,1516,0.5905790466946838,6,45.18072289156627,1203.0,Bajo Rendimiento / Riesgo,27.666666666666668,0,1,
664,19647330120360,S,DANIEL PEARL JOURNALISM & COMMUNICATIONS MAGNET,LOS ANGELES UNIFIED,LOS ANGELES,93,60,462.0,449.0,453.0,13.0,21.67,1516,0.4681787453374412,4,64.51612903225806,1364.0,Bajo Rendimiento / Riesgo,23.25,0,0,
665,19647330121095,S,RFK COMMUNITY SCHOOLS-AMBASSADOR-GLOBAL LEADERSHIP,LOS ANGELES UNIFIED,LOS ANGELES,79,55,431.0,431.0,430.0,15.0,27.27,1516,0.5892906560588443,2,69.62025316455697,1292.0,Bajo Rendimiento / Riesgo,39.5,0,1,
666,19647330121285,S,ALLIANCE CINDY AND BILL SIMON TECHNOLOGY ACADEMY H,LOS ANGELES UNIFIED,LOS ANGELES,133,126,357.0,381.0,356.0,7.0,5.56,1516,0.5590200183461701,8,94.73684210526315,1094.0,Bajo Rendimiento / Riesgo,16.625,0,1,
667,19647330121293,S,ALLIANCE TENNENBAUM FAMILY TECHNOLOGY HIGH,LOS ANGELES UNIFIED,LOS ANGELES,132,117,399.0,415.0,402.0,19.0,16.24,1516,0.7808106073436922,6,88.63636363636364,1216.0,Bajo Rendimiento / Riesgo,22.0,0,1,
669,19647330122333,S,"MATH, SCIENCE, & TECHNOLOGY MAGNET ACADEMY AT ROOS",LOS ANGELES UNIFIED,LOS ANGELES,98,85,435.0,450.0,424.0,19.0,22.35,1516,0.3466742327145612,3,86.73469387755102,1309.0,Bajo Rendimiento / Riesgo,32.666666666666664,0,0,
670,19647330122341,S,ESTEBAN TORRES EAST LA PERFORMING ARTS MAGNET,LOS ANGELES UNIFIED,LOS ANGELES,100,62,389.0,384.0,389.0,5.0,8.06,1516,0.8152880388535911,3,62.0,1162.0,Bajo Rendimiento / Riesgo,33.333333333333336,0,1,
671,19647330122358,S,HUMANITAS ACADEMY OF ART AND TECHNOLOGY AT ESTEBAN,LOS ANGELES UNIFIED,LOS ANGELES,75,57,382.0,374.0,390.0,3.0,5.26,1516,0.7731846487236415,4,76.0,1146.0,Bajo Rendimiento / Riesgo,18.75,0,1,
672,19647330122366,S,SOCIAL JUSTICE LEADERSHIP ACADEMY AT ESTEBAN E. TO,LOS ANGELES UNIFIED,LOS ANGELES,85,74,377.0,370.0,380.0,1.0,1.35,1516,0.468959726949999,3,87.05882352941177,1127.0,Bajo Rendimiento / Riesgo,28.333333333333332,0,0,
673,19647330122374,S,EAST LOS ANGELES RENAISSANCE ACADEMY AT ESTEBAN E.,LOS ANGELES UNIFIED,LOS ANGELES,74,50,377.0,386.0,373.0,4.0,8.0,1516,0.5840928184610756,4,67.56756756756756,1136.0,Bajo Rendimiento / Riesgo,18.5,0,1,
674,19647330122382,S,ENGINEERING AND TECHNOLOGY ACADEMY AT ESTEBAN E. T,LOS ANGELES UNIFIED,LOS ANGELES,79,48,369.0,393.0,359.0,2.0,4.17,1516,0.3441668280867929,4,60.75949367088608,1121.0,Bajo Rendimiento / Riesgo,19.75,0,0,
675,19647330122606,S,PUC LAKEVIEW CHARTER HIGH,LOS ANGELES UNIFIED,LOS ANGELES,115,115,398.0,409.0,405.0,15.0,13.04,1516,0.2816848118066329,3,100.0,1212.0,Bajo Rendimiento / Riesgo,38.333333333333336,0,0,
676,19647330122721,S,ASPIRE PACIFIC ACADEMY,LOS ANGELES UNIFIED,LOS ANGELES,144,136,394.0,398.0,386.0,13.0,9.56,1516,0.47458888345798744,6,94.44444444444444,1178.0,Bajo Rendimiento / Riesgo,24.0,0,0,
678,19647330123133,S,ALLIANCE SUSAN AND ERIC SMIDT TECHNOLOGY HIGH,LOS ANGELES UNIFIED,LOS ANGELES,132,112,380.0,384.0,383.0,10.0,8.93,1516,0.5585592782956105,6,84.84848484848484,1147.0,Bajo Rendimiento / Riesgo,22.0,0,1,
679,19647330123141,S,ALLIANCE COLLEGE-READY ACADEMY HIGH 16,LOS ANGELES UNIFIED,LOS ANGELES,92,94,398.0,403.0,398.0,11.0,11.7,1516,0.20441424587548937,4,100.0,1199.0,Bajo Rendimiento / Riesgo,23.0,0,0,
680,19647330124362,S,VALLEY ACADEMY OF ARTS AND SCIENCES,LOS ANGELES UNIFIED,LOS ANGELES,323,207,442.0,424.0,438.0,35.0,16.91,1516,0.8320763653663166,21,64.08668730650155,1304.0,Bajo Rendimiento / Riesgo,15.380952380952381,0,1,
681,19647330124370,S,CESAR E. CHAVEZ LEARNING ACADEMY - ARTS/THEATRE/EN,LOS ANGELES UNIFIED,LOS ANGELES,120,50,412.0,371.0,398.0,4.0,8.0,1516,0.840347521135722,4,41.66666666666667,1181.0,Bajo Rendimiento / Riesgo,30.0,0,1,
682,19647330124388,S,CESAR E. CHAVEZ LEARNING ACADEMIES-SOCIAL JUSTICE,LOS ANGELES UNIFIED,LOS ANGELES,119,105,417.0,421.0,424.0,12.0,11.43,1516,0.6387131998138216,4,88.23529411764706,1262.0,Bajo Rendimiento / Riesgo,29.75,0,1,
683,19647330124396,S,CESAR E. CHAVEZ LEARNING ACADEMIES-ACADEMY OF SCIE,LOS ANGELES UNIFIED,LOS ANGELES,99,51,407.0,391.0,386.0,2.0,3.92,1516,0.5252674564408842,4,51.515151515151516,1184.0,Bajo Rendimiento / Riesgo,24.75,0,0,
